origin,destination,year,month,lon_o,lat_o,lon_d,lat_d,flights,passengers
BRISBANE,SYDNEY,2001,5,153.1175,-27.3842,151.1753,-33.9399,3176,347490
DARWIN,MELBOURNE,2001,5,130.8767,-12.4147,144.843,-37.6733,2,255
DARWIN,SYDNEY,2001,5,130.8767,-12.4147,151.1753,-33.9399,97,9981
HOBART,MELBOURNE,2001,5,147.51,-42.8361,144.843,-37.6733,1238,69262
HOBART,SYDNEY,2001,5,147.51,-42.8361,151.1753,-33.9399,174,11606
MELBOURNE,PERTH,2001,5,144.843,-37.6733,115.9672,-31.9403,631,77879
MELBOURNE,SYDNEY,2001,5,144.843,-37.6733,151.1753,-33.9399,3745,490915
PERTH,SYDNEY,2001,5,115.9672,-31.9403,151.1753,-33.9399,634,79681
ADELAIDE,BRISBANE,2001,6,138.5306,-34.945,153.1175,-27.3842,350,35080
ADELAIDE,DARWIN,2001,6,138.5306,-34.945,130.8767,-12.4147,138,14589
ADELAIDE,MELBOURNE,2001,6,138.5306,-34.945,144.843,-37.6733,1327,129004
ADELAIDE,PERTH,2001,6,138.5306,-34.945,115.9672,-31.9403,349,30106
ADELAIDE,SYDNEY,2001,6,138.5306,-34.945,151.1753,-33.9399,1224,104522
BRISBANE,DARWIN,2001,6,153.1175,-27.3842,130.8767,-12.4147,129,18775
BRISBANE,MELBOURNE,2001,6,153.1175,-27.3842,144.843,-37.6733,1971,197274
BRISBANE,PERTH,2001,6,153.1175,-27.3842,115.9672,-31.9403,79,6408
BRISBANE,SYDNEY,2001,6,153.1175,-27.3842,151.1753,-33.9399,2903,345690
DARWIN,MELBOURNE,2001,6,130.8767,-12.4147,144.843,-37.6733,1,76
DARWIN,SYDNEY,2001,6,130.8767,-12.4147,151.1753,-33.9399,111,12507
HOBART,MELBOURNE,2001,6,147.51,-42.8361,144.843,-37.6733,1258,66873
HOBART,SYDNEY,2001,6,147.51,-42.8361,151.1753,-33.9399,196,11670
MELBOURNE,PERTH,2001,6,144.843,-37.6733,115.9672,-31.9403,611,79727
MELBOURNE,SYDNEY,2001,6,144.843,-37.6733,151.1753,-33.9399,3232,454489
PERTH,SYDNEY,2001,6,115.9672,-31.9403,151.1753,-33.9399,615,77844
ADELAIDE,BRISBANE,2001,7,138.5306,-34.945,153.1175,-27.3842,366,39909
ADELAIDE,DARWIN,2001,7,138.5306,-34.945,130.8767,-12.4147,168,19140
ADELAIDE,MELBOURNE,2001,7,138.5306,-34.945,144.843,-37.6733,1423,142483
ADELAIDE,PERTH,2001,7,138.5306,-34.945,115.9672,-31.9403,364,30543
ADELAIDE,SYDNEY,2001,7,138.5306,-34.945,151.1753,-33.9399,1252,123123
BRISBANE,DARWIN,2001,7,153.1175,-27.3842,130.8767,-12.4147,165,23421
BRISBANE,MELBOURNE,2001,7,153.1175,-27.3842,144.843,-37.6733,1980,227648
BRISBANE,PERTH,2001,7,153.1175,-27.3842,115.9672,-31.9403,81,6486
BRISBANE,SYDNEY,2001,7,153.1175,-27.3842,151.1753,-33.9399,3045,398102
DARWIN,MELBOURNE,2001,7,130.8767,-12.4147,144.843,-37.6733,3,342
DARWIN,SYDNEY,2001,7,130.8767,-12.4147,151.1753,-33.9399,139,16010
HOBART,MELBOURNE,2001,7,147.51,-42.8361,144.843,-37.6733,1291,64724
HOBART,SYDNEY,2001,7,147.51,-42.8361,151.1753,-33.9399,233,13884
MELBOURNE,PERTH,2001,7,144.843,-37.6733,115.9672,-31.9403,633,76613
MELBOURNE,SYDNEY,2001,7,144.843,-37.6733,151.1753,-33.9399,3556,520946
PERTH,SYDNEY,2001,7,115.9672,-31.9403,151.1753,-33.9399,639,81127
ADELAIDE,BRISBANE,2001,8,138.5306,-34.945,153.1175,-27.3842,343,34940
ADELAIDE,DARWIN,2001,8,138.5306,-34.945,130.8767,-12.4147,146,15888
ADELAIDE,MELBOURNE,2001,8,138.5306,-34.945,144.843,-37.6733,1404,134478
ADELAIDE,PERTH,2001,8,138.5306,-34.945,115.9672,-31.9403,359,29794
ADELAIDE,SYDNEY,2001,8,138.5306,-34.945,151.1753,-33.9399,1181,110338
BRISBANE,DARWIN,2001,8,153.1175,-27.3842,130.8767,-12.4147,144,20099
BRISBANE,MELBOURNE,2001,8,153.1175,-27.3842,144.843,-37.6733,1891,206532
BRISBANE,PERTH,2001,8,153.1175,-27.3842,115.9672,-31.9403,82,7442
BRISBANE,SYDNEY,2001,8,153.1175,-27.3842,151.1753,-33.9399,2941,355318
DARWIN,MELBOURNE,2001,8,130.8767,-12.4147,144.843,-37.6733,2,181
DARWIN,SYDNEY,2001,8,130.8767,-12.4147,151.1753,-33.9399,140,14138
HOBART,MELBOURNE,2001,8,147.51,-42.8361,144.843,-37.6733,1270,65147
HOBART,SYDNEY,2001,8,147.51,-42.8361,151.1753,-33.9399,230,13335
MELBOURNE,PERTH,2001,8,144.843,-37.6733,115.9672,-31.9403,629,78103
MELBOURNE,SYDNEY,2001,8,144.843,-37.6733,151.1753,-33.9399,3742,500073
PERTH,SYDNEY,2001,8,115.9672,-31.9403,151.1753,-33.9399,646,79614
ADELAIDE,BRISBANE,2001,9,138.5306,-34.945,153.1175,-27.3842,312,36416
ADELAIDE,DARWIN,2001,9,138.5306,-34.945,130.8767,-12.4147,109,11938
ADELAIDE,MELBOURNE,2001,9,138.5306,-34.945,144.843,-37.6733,1051,110663
ADELAIDE,PERTH,2001,9,138.5306,-34.945,115.9672,-31.9403,254,27313
ADELAIDE,SYDNEY,2001,9,138.5306,-34.945,151.1753,-33.9399,882,95493
BRISBANE,DARWIN,2001,9,153.1175,-27.3842,130.8767,-12.4147,88,14168
BRISBANE,MELBOURNE,2001,9,153.1175,-27.3842,144.843,-37.6733,1533,189567
BRISBANE,PERTH,2001,9,153.1175,-27.3842,115.9672,-31.9403,59,6573
BRISBANE,SYDNEY,2001,9,153.1175,-27.3842,151.1753,-33.9399,2315,322838
DARWIN,SYDNEY,2001,9,130.8767,-12.4147,151.1753,-33.9399,99,11607
HOBART,MELBOURNE,2001,9,147.51,-42.8361,144.843,-37.6733,873,65359
HOBART,SYDNEY,2001,9,147.51,-42.8361,151.1753,-33.9399,187,14574
MELBOURNE,PERTH,2001,9,144.843,-37.6733,115.9672,-31.9403,442,67071
MELBOURNE,SYDNEY,2001,9,144.843,-37.6733,151.1753,-33.9399,2867,431457
PERTH,SYDNEY,2001,9,115.9672,-31.9403,151.1753,-33.9399,461,70939
ADELAIDE,BRISBANE,2001,10,138.5306,-34.945,153.1175,-27.3842,303,38415
ADELAIDE,DARWIN,2001,10,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2001,10,138.5306,-34.945,144.843,-37.6733,925,106878
ADELAIDE,PERTH,2001,10,138.5306,-34.945,115.9672,-31.9403,201,23941
ADELAIDE,SYDNEY,2001,10,138.5306,-34.945,151.1753,-33.9399,787,99061
BRISBANE,DARWIN,2001,10,153.1175,-27.3842,130.8767,-12.4147,72,12373
BRISBANE,MELBOURNE,2001,10,153.1175,-27.3842,144.843,-37.6733,1349,183165
BRISBANE,PERTH,2001,10,153.1175,-27.3842,115.9672,-31.9403,49,6240
BRISBANE,SYDNEY,2001,10,153.1175,-27.3842,151.1753,-33.9399,2456,321924
DARWIN,MELBOURNE,2001,10,130.8767,-12.4147,144.843,-37.6733,16,803
DARWIN,SYDNEY,2001,10,130.8767,-12.4147,151.1753,-33.9399,67,9331
HOBART,MELBOURNE,2001,10,147.51,-42.8361,144.843,-37.6733,620,59757
HOBART,SYDNEY,2001,10,147.51,-42.8361,151.1753,-33.9399,169,14507
MELBOURNE,PERTH,2001,10,144.843,-37.6733,115.9672,-31.9403,460,69600
MELBOURNE,SYDNEY,2001,10,144.843,-37.6733,151.1753,-33.9399,3346,451120
PERTH,SYDNEY,2001,10,115.9672,-31.9403,151.1753,-33.9399,441,74071
ADELAIDE,BRISBANE,2001,11,138.5306,-34.945,153.1175,-27.3842,297,33570
ADELAIDE,DARWIN,2001,11,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2001,11,138.5306,-34.945,144.843,-37.6733,1110,111532
ADELAIDE,PERTH,2001,11,138.5306,-34.945,115.9672,-31.9403,261,25595
ADELAIDE,SYDNEY,2001,11,138.5306,-34.945,151.1753,-33.9399,763,90720
BRISBANE,DARWIN,2001,11,153.1175,-27.3842,130.8767,-12.4147,76,10101
BRISBANE,MELBOURNE,2001,11,153.1175,-27.3842,144.843,-37.6733,1526,184084
BRISBANE,PERTH,2001,11,153.1175,-27.3842,115.9672,-31.9403,59,6670
BRISBANE,SYDNEY,2001,11,153.1175,-27.3842,151.1753,-33.9399,2515,283569
DARWIN,MELBOURNE,2001,11,130.8767,-12.4147,144.843,-37.6733,14,923
DARWIN,SYDNEY,2001,11,130.8767,-12.4147,151.1753,-33.9399,60,8372
HOBART,MELBOURNE,2001,11,147.51,-42.8361,144.843,-37.6733,772,62985
HOBART,SYDNEY,2001,11,147.51,-42.8361,151.1753,-33.9399,152,15087
MELBOURNE,PERTH,2001,11,144.843,-37.6733,115.9672,-31.9403,497,72845
MELBOURNE,SYDNEY,2001,11,144.843,-37.6733,151.1753,-33.9399,3164,469281
PERTH,SYDNEY,2001,11,115.9672,-31.9403,151.1753,-33.9399,429,73002
ADELAIDE,BRISBANE,2001,12,138.5306,-34.945,153.1175,-27.3842,305,34567
ADELAIDE,DARWIN,2001,12,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2001,12,138.5306,-34.945,144.843,-37.6733,1148,111052
ADELAIDE,PERTH,2001,12,138.5306,-34.945,115.9672,-31.9403,365,34464
ADELAIDE,SYDNEY,2001,12,138.5306,-34.945,151.1753,-33.9399,820,94532
BRISBANE,DARWIN,2001,12,153.1175,-27.3842,130.8767,-12.4147,98,12208
BRISBANE,MELBOURNE,2001,12,153.1175,-27.3842,144.843,-37.6733,1630,195116
BRISBANE,PERTH,2001,12,153.1175,-27.3842,115.9672,-31.9403,72,8678
BRISBANE,SYDNEY,2001,12,153.1175,-27.3842,151.1753,-33.9399,2490,313993
DARWIN,MELBOURNE,2001,12,130.8767,-12.4147,144.843,-37.6733,19,1260
DARWIN,SYDNEY,2001,12,130.8767,-12.4147,151.1753,-33.9399,63,9463
HOBART,MELBOURNE,2001,12,147.51,-42.8361,144.843,-37.6733,801,70731
HOBART,SYDNEY,2001,12,147.51,-42.8361,151.1753,-33.9399,158,15996
MELBOURNE,PERTH,2001,12,144.843,-37.6733,115.9672,-31.9403,620,89037
MELBOURNE,SYDNEY,2001,12,144.843,-37.6733,151.1753,-33.9399,2993,438839
PERTH,SYDNEY,2001,12,115.9672,-31.9403,151.1753,-33.9399,463,83449
ADELAIDE,BRISBANE,2002,1,138.5306,-34.945,153.1175,-27.3842,308,38477
ADELAIDE,DARWIN,2002,1,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2002,1,138.5306,-34.945,144.843,-37.6733,1156,114606
ADELAIDE,PERTH,2002,1,138.5306,-34.945,115.9672,-31.9403,377,36361
ADELAIDE,SYDNEY,2002,1,138.5306,-34.945,151.1753,-33.9399,791,91817
BRISBANE,DARWIN,2002,1,153.1175,-27.3842,130.8767,-12.4147,138,15593
BRISBANE,MELBOURNE,2002,1,153.1175,-27.3842,144.843,-37.6733,1613,214517
BRISBANE,PERTH,2002,1,153.1175,-27.3842,115.9672,-31.9403,62,7667
BRISBANE,SYDNEY,2002,1,153.1175,-27.3842,151.1753,-33.9399,2392,326612
DARWIN,MELBOURNE,2002,1,130.8767,-12.4147,144.843,-37.6733,18,1989
DARWIN,SYDNEY,2002,1,130.8767,-12.4147,151.1753,-33.9399,63,8729
HOBART,MELBOURNE,2002,1,147.51,-42.8361,144.843,-37.6733,805,78778
HOBART,SYDNEY,2002,1,147.51,-42.8361,151.1753,-33.9399,186,18986
MELBOURNE,PERTH,2002,1,144.843,-37.6733,115.9672,-31.9403,697,100514
MELBOURNE,SYDNEY,2002,1,144.843,-37.6733,151.1753,-33.9399,2872,455351
PERTH,SYDNEY,2002,1,115.9672,-31.9403,151.1753,-33.9399,567,92021
ADELAIDE,BRISBANE,2002,2,138.5306,-34.945,153.1175,-27.3842,280,31511
ADELAIDE,DARWIN,2002,2,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2002,2,138.5306,-34.945,144.843,-37.6733,1079,110418
ADELAIDE,PERTH,2002,2,138.5306,-34.945,115.9672,-31.9403,336,34310
ADELAIDE,SYDNEY,2002,2,138.5306,-34.945,151.1753,-33.9399,747,85056
BRISBANE,DARWIN,2002,2,153.1175,-27.3842,130.8767,-12.4147,126,12705
BRISBANE,MELBOURNE,2002,2,153.1175,-27.3842,144.843,-37.6733,1360,159226
BRISBANE,PERTH,2002,2,153.1175,-27.3842,115.9672,-31.9403,56,6537
BRISBANE,SYDNEY,2002,2,153.1175,-27.3842,151.1753,-33.9399,2220,289924
DARWIN,MELBOURNE,2002,2,130.8767,-12.4147,144.843,-37.6733,16,1284
DARWIN,SYDNEY,2002,2,130.8767,-12.4147,151.1753,-33.9399,55,5851
HOBART,MELBOURNE,2002,2,147.51,-42.8361,144.843,-37.6733,724,72162
HOBART,SYDNEY,2002,2,147.51,-42.8361,151.1753,-33.9399,168,17065
MELBOURNE,PERTH,2002,2,144.843,-37.6733,115.9672,-31.9403,645,84825
MELBOURNE,SYDNEY,2002,2,144.843,-37.6733,151.1753,-33.9399,2715,435224
PERTH,SYDNEY,2002,2,115.9672,-31.9403,151.1753,-33.9399,509,80312
ADELAIDE,BRISBANE,2002,3,138.5306,-34.945,153.1175,-27.3842,309,37613
ADELAIDE,DARWIN,2002,3,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2002,3,138.5306,-34.945,144.843,-37.6733,1066,125351
ADELAIDE,PERTH,2002,3,138.5306,-34.945,115.9672,-31.9403,317,37574
ADELAIDE,SYDNEY,2002,3,138.5306,-34.945,151.1753,-33.9399,822,101575
BRISBANE,DARWIN,2002,3,153.1175,-27.3842,130.8767,-12.4147,141,15413
BRISBANE,MELBOURNE,2002,3,153.1175,-27.3842,144.843,-37.6733,1348,179310
BRISBANE,PERTH,2002,3,153.1175,-27.3842,115.9672,-31.9403,63,7888
BRISBANE,SYDNEY,2002,3,153.1175,-27.3842,151.1753,-33.9399,2072,296636
DARWIN,MELBOURNE,2002,3,130.8767,-12.4147,144.843,-37.6733,20,1719
DARWIN,SYDNEY,2002,3,130.8767,-12.4147,151.1753,-33.9399,62,8050
HOBART,MELBOURNE,2002,3,147.51,-42.8361,144.843,-37.6733,681,68038
HOBART,SYDNEY,2002,3,147.51,-42.8361,151.1753,-33.9399,184,18851
MELBOURNE,PERTH,2002,3,144.843,-37.6733,115.9672,-31.9403,493,83476
MELBOURNE,SYDNEY,2002,3,144.843,-37.6733,151.1753,-33.9399,2634,461607
PERTH,SYDNEY,2002,3,115.9672,-31.9403,151.1753,-33.9399,351,74124
ADELAIDE,BRISBANE,2002,4,138.5306,-34.945,153.1175,-27.3842,301,34323
ADELAIDE,DARWIN,2002,4,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2002,4,138.5306,-34.945,144.843,-37.6733,1030,116373
ADELAIDE,PERTH,2002,4,138.5306,-34.945,115.9672,-31.9403,290,31563
ADELAIDE,SYDNEY,2002,4,138.5306,-34.945,151.1753,-33.9399,811,96064
BRISBANE,DARWIN,2002,4,153.1175,-27.3842,130.8767,-12.4147,138,15796
BRISBANE,MELBOURNE,2002,4,153.1175,-27.3842,144.843,-37.6733,1319,172870
BRISBANE,PERTH,2002,4,153.1175,-27.3842,115.9672,-31.9403,116,13264
BRISBANE,SYDNEY,2002,4,153.1175,-27.3842,151.1753,-33.9399,2000,277348
DARWIN,MELBOURNE,2002,4,130.8767,-12.4147,144.843,-37.6733,14,1210
DARWIN,SYDNEY,2002,4,130.8767,-12.4147,151.1753,-33.9399,59,8619
HOBART,MELBOURNE,2002,4,147.51,-42.8361,144.843,-37.6733,659,57730
HOBART,SYDNEY,2002,4,147.51,-42.8361,151.1753,-33.9399,180,16885
MELBOURNE,PERTH,2002,4,144.843,-37.6733,115.9672,-31.9403,479,74961
MELBOURNE,SYDNEY,2002,4,144.843,-37.6733,151.1753,-33.9399,2596,425494
PERTH,SYDNEY,2002,4,115.9672,-31.9403,151.1753,-33.9399,378,71737
ADELAIDE,BRISBANE,2002,5,138.5306,-34.945,153.1175,-27.3842,311,33128
ADELAIDE,DARWIN,2002,5,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2002,5,138.5306,-34.945,144.843,-37.6733,1079,116128
ADELAIDE,PERTH,2002,5,138.5306,-34.945,115.9672,-31.9403,306,32829
ADELAIDE,SYDNEY,2002,5,138.5306,-34.945,151.1753,-33.9399,863,92639
BRISBANE,DARWIN,2002,5,153.1175,-27.3842,130.8767,-12.4147,146,17962
BRISBANE,MELBOURNE,2002,5,153.1175,-27.3842,144.843,-37.6733,1374,157017
BRISBANE,PERTH,2002,5,153.1175,-27.3842,115.9672,-31.9403,120,13776
BRISBANE,SYDNEY,2002,5,153.1175,-27.3842,151.1753,-33.9399,2087,271864
DARWIN,MELBOURNE,2002,5,130.8767,-12.4147,144.843,-37.6733,22,2023
DARWIN,SYDNEY,2002,5,130.8767,-12.4147,151.1753,-33.9399,63,9729
HOBART,MELBOURNE,2002,5,147.51,-42.8361,144.843,-37.6733,669,53224
HOBART,SYDNEY,2002,5,147.51,-42.8361,151.1753,-33.9399,155,13294
MELBOURNE,PERTH,2002,5,144.843,-37.6733,115.9672,-31.9403,499,72057
MELBOURNE,SYDNEY,2002,5,144.843,-37.6733,151.1753,-33.9399,2702,433545
PERTH,SYDNEY,2002,5,115.9672,-31.9403,151.1753,-33.9399,329,61520
ADELAIDE,BRISBANE,2002,6,138.5306,-34.945,153.1175,-27.3842,304,31274
ADELAIDE,DARWIN,2002,6,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2002,6,138.5306,-34.945,144.843,-37.6733,1027,102983
ADELAIDE,PERTH,2002,6,138.5306,-34.945,115.9672,-31.9403,292,27823
ADELAIDE,SYDNEY,2002,6,138.5306,-34.945,151.1753,-33.9399,829,80670
BRISBANE,DARWIN,2002,6,153.1175,-27.3842,130.8767,-12.4147,163,21144
BRISBANE,MELBOURNE,2002,6,153.1175,-27.3842,144.843,-37.6733,1386,158144
BRISBANE,PERTH,2002,6,153.1175,-27.3842,115.9672,-31.9403,116,12332
BRISBANE,SYDNEY,2002,6,153.1175,-27.3842,151.1753,-33.9399,2044,259896
DARWIN,MELBOURNE,2002,6,130.8767,-12.4147,144.843,-37.6733,40,3963
DARWIN,SYDNEY,2002,6,130.8767,-12.4147,151.1753,-33.9399,60,10747
HOBART,MELBOURNE,2002,6,147.51,-42.8361,144.843,-37.6733,644,49834
HOBART,SYDNEY,2002,6,147.51,-42.8361,151.1753,-33.9399,180,14078
MELBOURNE,PERTH,2002,6,144.843,-37.6733,115.9672,-31.9403,516,65626
MELBOURNE,SYDNEY,2002,6,144.843,-37.6733,151.1753,-33.9399,2510,400663
PERTH,SYDNEY,2002,6,115.9672,-31.9403,151.1753,-33.9399,346,57947
ADELAIDE,BRISBANE,2002,7,138.5306,-34.945,153.1175,-27.3842,309,34645
ADELAIDE,DARWIN,2002,7,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2002,7,138.5306,-34.945,144.843,-37.6733,1129,116882
ADELAIDE,PERTH,2002,7,138.5306,-34.945,115.9672,-31.9403,304,30638
ADELAIDE,SYDNEY,2002,7,138.5306,-34.945,151.1753,-33.9399,994,100561
BRISBANE,DARWIN,2002,7,153.1175,-27.3842,130.8767,-12.4147,167,27205
BRISBANE,MELBOURNE,2002,7,153.1175,-27.3842,144.843,-37.6733,1498,188170
BRISBANE,PERTH,2002,7,153.1175,-27.3842,115.9672,-31.9403,123,16483
BRISBANE,SYDNEY,2002,7,153.1175,-27.3842,151.1753,-33.9399,2274,299920
DARWIN,MELBOURNE,2002,7,130.8767,-12.4147,144.843,-37.6733,44,5563
DARWIN,SYDNEY,2002,7,130.8767,-12.4147,151.1753,-33.9399,62,13640
HOBART,MELBOURNE,2002,7,147.51,-42.8361,144.843,-37.6733,675,49520
HOBART,SYDNEY,2002,7,147.51,-42.8361,151.1753,-33.9399,186,14635
MELBOURNE,PERTH,2002,7,144.843,-37.6733,115.9672,-31.9403,564,81543
MELBOURNE,SYDNEY,2002,7,144.843,-37.6733,151.1753,-33.9399,2815,442056
PERTH,SYDNEY,2002,7,115.9672,-31.9403,151.1753,-33.9399,434,74532
ADELAIDE,BRISBANE,2002,8,138.5306,-34.945,153.1175,-27.3842,303,32458
ADELAIDE,DARWIN,2002,8,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2002,8,138.5306,-34.945,144.843,-37.6733,1105,117657
ADELAIDE,PERTH,2002,8,138.5306,-34.945,115.9672,-31.9403,303,27859
ADELAIDE,SYDNEY,2002,8,138.5306,-34.945,151.1753,-33.9399,1065,98030
BRISBANE,DARWIN,2002,8,153.1175,-27.3842,130.8767,-12.4147,170,23507
BRISBANE,MELBOURNE,2002,8,153.1175,-27.3842,144.843,-37.6733,1505,181508
BRISBANE,PERTH,2002,8,153.1175,-27.3842,115.9672,-31.9403,122,15428
BRISBANE,SYDNEY,2002,8,153.1175,-27.3842,151.1753,-33.9399,2227,277898
DARWIN,MELBOURNE,2002,8,130.8767,-12.4147,144.843,-37.6733,47,4960
DARWIN,SYDNEY,2002,8,130.8767,-12.4147,151.1753,-33.9399,71,13314
HOBART,MELBOURNE,2002,8,147.51,-42.8361,144.843,-37.6733,662,50025
HOBART,SYDNEY,2002,8,147.51,-42.8361,151.1753,-33.9399,184,14118
MELBOURNE,PERTH,2002,8,144.843,-37.6733,115.9672,-31.9403,552,76949
MELBOURNE,SYDNEY,2002,8,144.843,-37.6733,151.1753,-33.9399,2719,444250
PERTH,SYDNEY,2002,8,115.9672,-31.9403,151.1753,-33.9399,440,69843
ADELAIDE,BRISBANE,2002,9,138.5306,-34.945,153.1175,-27.3842,301,34389
ADELAIDE,DARWIN,2002,9,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2002,9,138.5306,-34.945,144.843,-37.6733,1181,124040
ADELAIDE,PERTH,2002,9,138.5306,-34.945,115.9672,-31.9403,302,30360
ADELAIDE,SYDNEY,2002,9,138.5306,-34.945,151.1753,-33.9399,1052,100264
BRISBANE,DARWIN,2002,9,153.1175,-27.3842,130.8767,-12.4147,162,19864
BRISBANE,MELBOURNE,2002,9,153.1175,-27.3842,144.843,-37.6733,1539,200555
BRISBANE,PERTH,2002,9,153.1175,-27.3842,115.9672,-31.9403,120,16865
BRISBANE,SYDNEY,2002,9,153.1175,-27.3842,151.1753,-33.9399,2154,277765
DARWIN,MELBOURNE,2002,9,130.8767,-12.4147,144.843,-37.6733,42,4146
DARWIN,SYDNEY,2002,9,130.8767,-12.4147,151.1753,-33.9399,75,10753
HOBART,MELBOURNE,2002,9,147.51,-42.8361,144.843,-37.6733,712,60777
HOBART,SYDNEY,2002,9,147.51,-42.8361,151.1753,-33.9399,178,15678
MELBOURNE,PERTH,2002,9,144.843,-37.6733,115.9672,-31.9403,554,80332
MELBOURNE,SYDNEY,2002,9,144.843,-37.6733,151.1753,-33.9399,2721,438553
PERTH,SYDNEY,2002,9,115.9672,-31.9403,151.1753,-33.9399,497,77141
ADELAIDE,BRISBANE,2002,10,138.5306,-34.945,153.1175,-27.3842,311,36372
ADELAIDE,DARWIN,2002,10,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2002,10,138.5306,-34.945,144.843,-37.6733,1198,127198
ADELAIDE,PERTH,2002,10,138.5306,-34.945,115.9672,-31.9403,312,32928
ADELAIDE,SYDNEY,2002,10,138.5306,-34.945,151.1753,-33.9399,1114,114999
BRISBANE,DARWIN,2002,10,153.1175,-27.3842,130.8767,-12.4147,165,17280
BRISBANE,MELBOURNE,2002,10,153.1175,-27.3842,144.843,-37.6733,1622,209106
BRISBANE,PERTH,2002,10,153.1175,-27.3842,115.9672,-31.9403,125,17879
BRISBANE,SYDNEY,2002,10,153.1175,-27.3842,151.1753,-33.9399,2335,316353
DARWIN,MELBOURNE,2002,10,130.8767,-12.4147,144.843,-37.6733,40,3698
DARWIN,SYDNEY,2002,10,130.8767,-12.4147,151.1753,-33.9399,86,10928
HOBART,MELBOURNE,2002,10,147.51,-42.8361,144.843,-37.6733,739,64565
HOBART,SYDNEY,2002,10,147.51,-42.8361,151.1753,-33.9399,186,16826
MELBOURNE,PERTH,2002,10,144.843,-37.6733,115.9672,-31.9403,585,90079
MELBOURNE,SYDNEY,2002,10,144.843,-37.6733,151.1753,-33.9399,2941,474686
PERTH,SYDNEY,2002,10,115.9672,-31.9403,151.1753,-33.9399,526,90951
ADELAIDE,BRISBANE,2002,11,138.5306,-34.945,153.1175,-27.3842,299,32461
ADELAIDE,DARWIN,2002,11,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2002,11,138.5306,-34.945,144.843,-37.6733,1055,116517
ADELAIDE,PERTH,2002,11,138.5306,-34.945,115.9672,-31.9403,307,32245
ADELAIDE,SYDNEY,2002,11,138.5306,-34.945,151.1753,-33.9399,1058,104363
BRISBANE,DARWIN,2002,11,153.1175,-27.3842,130.8767,-12.4147,152,14468
BRISBANE,MELBOURNE,2002,11,153.1175,-27.3842,144.843,-37.6733,1549,182780
BRISBANE,PERTH,2002,11,153.1175,-27.3842,115.9672,-31.9403,120,17333
BRISBANE,SYDNEY,2002,11,153.1175,-27.3842,151.1753,-33.9399,2355,300116
DARWIN,MELBOURNE,2002,11,130.8767,-12.4147,144.843,-37.6733,18,1609
DARWIN,SYDNEY,2002,11,130.8767,-12.4147,151.1753,-33.9399,78,8847
HOBART,MELBOURNE,2002,11,147.51,-42.8361,144.843,-37.6733,699,65153
HOBART,SYDNEY,2002,11,147.51,-42.8361,151.1753,-33.9399,180,16332
MELBOURNE,PERTH,2002,11,144.843,-37.6733,115.9672,-31.9403,596,77698
MELBOURNE,SYDNEY,2002,11,144.843,-37.6733,151.1753,-33.9399,2759,458616
PERTH,SYDNEY,2002,11,115.9672,-31.9403,151.1753,-33.9399,520,80936
ADELAIDE,BRISBANE,2002,12,138.5306,-34.945,153.1175,-27.3842,309,35349
ADELAIDE,DARWIN,2002,12,138.5306,-34.945,130.8767,-12.4147,0,0
ADELAIDE,MELBOURNE,2002,12,138.5306,-34.945,144.843,-37.6733,1068,116007
ADELAIDE,PERTH,2002,12,138.5306,-34.945,115.9672,-31.9403,307,36183
ADELAIDE,SYDNEY,2002,12,138.5306,-34.945,151.1753,-33.9399,1077,109018
BRISBANE,DARWIN,2002,12,153.1175,-27.3842,130.8767,-12.4147,150,16134
BRISBANE,MELBOURNE,2002,12,153.1175,-27.3842,144.843,-37.6733,1565,186343
BRISBANE,PERTH,2002,12,153.1175,-27.3842,115.9672,-31.9403,164,22501
BRISBANE,SYDNEY,2002,12,153.1175,-27.3842,151.1753,-33.9399,2350,306164
DARWIN,MELBOURNE,2002,12,130.8767,-12.4147,144.843,-37.6733,17,1712
DARWIN,SYDNEY,2002,12,130.8767,-12.4147,151.1753,-33.9399,81,11008
HOBART,MELBOURNE,2002,12,147.51,-42.8361,144.843,-37.6733,775,75411
HOBART,SYDNEY,2002,12,147.51,-42.8361,151.1753,-33.9399,186,17918
MELBOURNE,PERTH,2002,12,144.843,-37.6733,115.9672,-31.9403,647,89021
